ORIGIN,ORIGIN_CITY,AIRLINE,Year,flights,delayed,avg_delay,LATITUDE,LONGITUDE,connections,pct_delayed
ACV,Arcata/Eureka,SkyWest Airlines Inc.,2019,208,76,21.714285714285715,40.97812,-124.10862,"['SFO', 'LAX', 'DEN']",36.53846153846153
ACY,Atlantic City,Spirit Air Lines,2019,164,38,-1.8553459119496856,39.45758,-74.57717,"['TPA', 'MYR', 'MCO', 'ATL']",23.170731707317074
ADQ,Kodiak,Alaska Airlines Inc.,2019,50,20,4.608695652173913,57.74997,-152.49386,['ANC'],40.0
AEX,Alexandria,Endeavor Air Inc.,2019,147,35,-2.7379310344827585,31.32737,-92.54856,['ATL'],23.809523809523807
AEX,Alexandria,ExpressJet Airlines LLC d/b/a aha!,2019,202,94,12.26530612244898,31.32737,-92.54856,['IAH'],46.53465346534654
AEX,Alexandria,SkyWest Airlines Inc.,2019,4,1,-10.5,31.32737,-92.54856,['ATL'],25.0
AGS,Augusta,Delta Air Lines Inc.,2019,99,14,-8.68041237113402,33.36996,-81.9645,['ATL'],14.14141414141414
AGS,Augusta,Endeavor Air Inc.,2019,212,58,0.037914691943127965,33.36996,-81.9645,['ATL'],27.358490566037734
AGS,Augusta,Envoy Air,2019,2,0,-14.0,33.36996,-81.9645,['ORD'],0.0
AGS,Augusta,PSA Airlines Inc.,2019,129,58,14.327868852459016,33.36996,-81.9645,['CLT'],44.96124031007752
AGS,Augusta,SkyWest Airlines Inc.,2019,5,2,22.4,33.36996,-81.9645,['ATL'],40.0
AKN,King Salmon,Alaska Airlines Inc.,2019,6,1,-5.5,58.6768,-156.64922,['ANC'],16.666666666666664
ALB,Albany,Allegiant Air,2019,18,4,-5.0,31.53552,-84.19447,"['MYR', 'SAV']",22.22222222222222
ALB,Albany,American Airlines Inc.,2019,184,46,2.752808988764045,31.53552,-84.19447,['CLT'],25.0
ALB,Albany,Delta Air Lines Inc.,2019,296,62,-7.222972972972973,31.53552,-84.19447,"['DTW', 'ATL', 'MSP']",20.945945945945947
ALB,Albany,Endeavor Air Inc.,2019,34,12,-4.705882352941177,31.53552,-84.19447,"['ATL', 'DTW']",35.294117647058826
ALB,Albany,Envoy Air,2019,176,56,5.0,31.53552,-84.19447,['ORD'],31.818181818181817
ALB,Albany,ExpressJet Airlines LLC d/b/a aha!,2019,46,16,4.478260869565218,31.53552,-84.19447,"['EWR', 'ORD']",34.78260869565217
ALB,Albany,Frontier Airlines Inc.,2019,50,20,17.52,31.53552,-84.19447,"['MCO', 'DEN']",40.0
ALB,Albany,JetBlue Airways,2019,62,24,10.64516129032258,31.53552,-84.19447,['MCO'],38.70967741935484
ALB,Albany,PSA Airlines Inc.,2019,32,4,-1.875,31.53552,-84.19447,"['CLT', 'PHL']",12.5
ALB,Albany,Republic Airline,2019,46,10,3.409090909090909,31.53552,-84.19447,"['CLT', 'PHL', 'EWR', 'ORD']",21.73913043478261
ALB,Albany,SkyWest Airlines Inc.,2019,412,150,11.310679611650485,31.53552,-84.19447,"['ORD', 'DTW', 'MSP']",36.407766990291265
ALB,Albany,Southwest Airlines Co.,2019,898,234,-0.016129032258064516,31.53552,-84.19447,"['MCO', 'BWI', 'TPA', 'DEN', 'MDW']",26.057906458797326
ALB,Albany,United Air Lines Inc.,2019,276,120,16.91304347826087,31.53552,-84.19447,['ORD'],43.47826086956522
ALO,Waterloo,Envoy Air,2019,170,56,4.197530864197531,42.55708,-92.40034,['ORD'],32.94117647058823
AMA,Amarillo,ExpressJet Airlines LLC d/b/a aha!,2019,170,64,8.120481927710843,35.21937,-101.70593,['IAH'],37.64705882352941
AMA,Amarillo,Mesa Airlines Inc.,2019,10,3,-3.9,35.21937,-101.70593,['PHX'],30.0
AMA,Amarillo,SkyWest Airlines Inc.,2019,17,9,73.70588235294117,35.21937,-101.70593,"['IAH', 'DEN']",52.94117647058824
AMA,Amarillo,Southwest Airlines Co.,2019,178,52,3.8,35.21937,-101.70593,"['LAS', 'DAL', 'HOU']",29.213483146067414
ANC,Anchorage,Alaska Airlines Inc.,2019,1653,437,-4.903126916002453,61.17432,-149.99619,"['JNU', 'OME', 'SEA', 'SCC', 'CDV', 'BET', 'PDX', 'OTZ', 'ORD', 'FAI', 'HNL', 'DLG', 'PHX', 'LAX', 'ADQ', 'OGG', 'AKN']",26.436781609195403
ANC,Anchorage,Allegiant Air,2019,2,0,-6.0,61.17432,-149.99619,['BLI'],0.0
ANC,Anchorage,American Airlines Inc.,2019,15,6,-4.6,61.17432,-149.99619,"['PHX', 'LAX']",40.0
ANC,Anchorage,Delta Air Lines Inc.,2019,203,40,-9.396039603960396,61.17432,-149.99619,"['MSP', 'SEA', 'SLC', 'ATL']",19.704433497536947
ANC,Anchorage,JetBlue Airways,2019,23,10,14.956521739130435,61.17432,-149.99619,"['SEA', 'PDX']",43.47826086956522
ANC,Anchorage,United Air Lines Inc.,2019,131,41,10.062015503875969,61.17432,-149.99619,"['ORD', 'DEN', 'EWR', 'IAH', 'SFO']",31.297709923664126
APN,Alpena,SkyWest Airlines Inc.,2019,58,18,-0.017543859649122806,45.07807,-83.56029,"['DTW', 'PLN']",31.03448275862069
ASE,Aspen,SkyWest Airlines Inc.,2019,752,314,29.19345238095238,39.22316,-106.86885,"['ORD', 'SFO', 'DEN', 'PHX', 'IAH', 'LAX', 'SLC', 'ATL', 'MSP']",41.755319148936174
ATL,Atlanta,Alaska Airlines Inc.,2019,63,31,0.9047619047619048,33.64044,-84.42694,['SEA'],49.2063492063492
ATL,Atlanta,American Airlines Inc.,2019,1213,361,3.3372681281618886,33.64044,-84.42694,"['PHL', 'MIA', 'ORD', 'LAX', 'LGA', 'CLT', 'PHX']",29.760923330585324
ATL,Atlanta,Delta Air Lines Inc.,2019,24140,7173,1.4716941890936317,33.64044,-84.42694,"['DAB', 'EYW', 'PHL', 'IND', 'HSV', 'PHX', 'MSP', 'JFK', 'SAV', 'EWR', 'PNS', 'DTW', 'BNA', 'BWI', 'MSY', 'SNA', 'CLE', 'RIC', 'BHM', 'TYS', 'ORF', 'DAL', 'SFO', 'GRR', 'MEM', 'MLB', 'SMF', 'TUS', 'HNL', 'BUF', 'LIT', 'LAS', 'AUS', 'MCO', 'JAX', 'MIA', 'MSN', 'SEA', 'CLT', 'BOS', 'TPA', 'AGS', 'SAT', 'ALB', 'LAX', 'ORD', 'MKE', 'CHS', 'PDX', 'MDW', 'PIT', 'ROC', 'OMA', 'VPS', 'MHT', 'ANC', 'DEN', 'SDF', 'DSM', 'CMH', 'FSD', 'MYR', 'SLC', 'MCI', 'DAY', 'HPN', 'OKC', 'FAY', 'TLH', 'ELP', 'MDT', 'SYR', 'LGA', 'GSP', 'PVD', 'HOU', 'IAH', 'CAE', 'SAN', 'CHO', 'CAK', 'SJU', 'FNT', 'TUL', 'COS', 'MOB', 'LEX', 'ABQ', 'CHA', 'XNA', 'ONT', 'ILM', 'GNV', 'AVL', 'ICT', 'ROA', 'BUR', 'GRB', 'SJC', 'PWM', 'BTV', 'STT', 'BTR', 'ATW', 'LFT', 'TVC', 'MSO', 'JAC', 'HDN', 'BZN', 'STX', 'OAK', 'EGE', 'PSP', 'FCA']",29.714167357083674
ATL,Atlanta,Endeavor Air Inc.,2019,3751,1005,0.9251006711409396,33.64044,-84.42694,"['CAK', 'CSG', 'FNT', 'ROA', 'MLI', 'ILM', 'LNK', 'TYS', 'HSV', 'FWA', 'LEX', 'XNA', 'MGM', 'CAE', 'GRB', 'AVL', 'AEX', 'HPN', 'GNV', 'MOB', 'SHV', 'TUL', 'LFT', 'ATW', 'GTR', 'CHO', 'AGS', 'CHA', 'BTR', 'FSM', 'EYW', 'RST', 'TLH', 'SGF', 'MYR', 'BTV', 'EVV', 'FAR', 'GSP', 'SBN', 'ALB', 'DSM', 'LIT', 'FAY', 'BHM', 'MSN', 'MDT', 'TVC', 'VPS', 'MDW', 'CHS', 'PIA', 'CLT']",26.792855238603043
ATL,Atlanta,Envoy Air,2019,76,30,16.02777777777778,33.64044,-84.42694,['ORD'],39.473684210526315
ATL,Atlanta,ExpressJet Airlines LLC d/b/a aha!,2019,74,24,8.305555555555555,33.64044,-84.42694,"['IAH', 'ORD']",32.432432432432435
ATL,Atlanta,Frontier Airlines Inc.,2019,397,167,13.562659846547314,33.64044,-84.42694,"['SFO', 'SLC', 'AUS', 'MCO', 'SAT', 'LAS', 'LAX', 'MIA', 'TTN', 'LGA', 'PHL', 'DEN', 'SJU', 'ISP', 'COS', 'TPA', 'EWR']",42.0654911838791
ATL,Atlanta,JetBlue Airways,2019,328,118,12.015576323987538,33.64044,-84.42694,"['JFK', 'BOS', 'MCO']",35.97560975609756
ATL,Atlanta,Mesa Airlines Inc.,2019,230,108,15.3,33.64044,-84.42694,['IAH'],46.95652173913044
ATL,Atlanta,PSA Airlines Inc.,2019,118,57,6.737288135593221,33.64044,-84.42694,"['CLT', 'PHL']",48.30508474576271
ATL,Atlanta,Republic Airline,2019,663,232,5.048513302034428,33.64044,-84.42694,"['EWR', 'LGA', 'DEN', 'ORD', 'IAH', 'CLT', 'PHL', 'MIA', 'LEX']",34.99245852187028
ATL,Atlanta,SkyWest Airlines Inc.,2019,2983,902,5.3420250592617675,33.64044,-84.42694,"['FWA', 'ILM', 'BTR', 'CHA', 'GNV', 'MGM', 'MOB', 'ORD', 'DHN', 'VLD', 'SBN', 'AVL', 'FAY', 'ABY', 'MLU', 'DEN', 'GTR', 'SHV', 'GRB', 'BQK', 'ROA', 'AGS', 'LFT', 'IAH', 'PIA', 'RST', 'FSM', 'HPN', 'TYS', 'FAR', 'LEX', 'MSN', 'TLH', 'ASE', 'EVV', 'CAE', 'CHO', 'AEX']",30.238015420717403
ATL,Atlanta,Southwest Airlines Co.,2019,4178,1412,3.8392282958199355,33.64044,-84.42694,"['LAX', 'BNA', 'MSP', 'AUS', 'BWI', 'OAK', 'SAT', 'LGA', 'MCO', 'RIC', 'CMH', 'MSY', 'MCI', 'GSP', 'PHX', 'TPA', 'HOU', 'DAL', 'MDW', 'JAX', 'LAS', 'IND', 'PHL', 'PIT', 'DEN', 'MKE', 'DTW', 'CLE', 'SAN', 'BOS']",33.79607467687889
ATL,Atlanta,Spirit Air Lines,2019,761,279,6.817576564580559,33.64044,-84.42694,"['AUS', 'MCO', 'MSY', 'BWI', 'ACY', 'IAH', 'LAS', 'LAX', 'MSP', 'EWR', 'TPA', 'BOS', 'DEN', 'PHL', 'DTW', 'ORD', 'CLE']",36.662286465177395
ATL,Atlanta,United Air Lines Inc.,2019,335,138,20.509146341463413,33.64044,-84.42694,"['DEN', 'EWR', 'SFO', 'ORD', 'LAX', 'IAH']",41.19402985074627
ATW,Appleton,Allegiant Air,2019,16,8,10.5625,44.25741,-88.51948,"['AZA', 'LAS']",50.0
ATW,Appleton,Delta Air Lines Inc.,2019,29,7,-7.0344827586206895,44.25741,-88.51948,"['ATL', 'DTW']",24.137931034482758
ATW,Appleton,Endeavor Air Inc.,2019,61,18,0.6229508196721312,44.25741,-88.51948,"['DTW', 'ATL', 'MSP']",29.508196721311474
ATW,Appleton,Envoy Air,2019,134,42,2.918032786885246,44.25741,-88.51948,['ORD'],31.343283582089555
ATW,Appleton,SkyWest Airlines Inc.,2019,231,84,2.894273127753304,44.25741,-88.51948,"['ORD', 'MSP', 'DTW']",36.36363636363637
AUS,Austin,Alaska Airlines Inc.,2019,296,136,4.506849315068493,30.19453,-97.66987,"['SEA', 'SFO', 'PDX', 'SJC', 'SAN']",45.94594594594595
AUS,Austin,Allegiant Air,2019,51,28,10.784313725490197,30.19453,-97.66987,"['MEM', 'LAS', 'IND', 'VPS', 'ABQ', 'PIT']",54.90196078431373
AUS,Austin,American Airlines Inc.,2019,939,261,4.341304347826087,30.19453,-97.66987,"['LAX', 'PHL', 'JFK', 'PHX', 'CLT', 'ORD', 'MIA']",27.79552715654952
AUS,Austin,Delta Air Lines Inc.,2019,946,309,3.376996805111821,30.19453,-97.66987,"['DTW', 'MSP', 'ATL', 'SEA', 'BOS', 'JFK', 'SLC', 'LAX']",32.66384778012685
AUS,Austin,Endeavor Air Inc.,2019,1,0,0.0,30.19453,-97.66987,['DTW'],0.0
AUS,Austin,ExpressJet Airlines LLC d/b/a aha!,2019,10,8,5.8,30.19453,-97.66987,['IAH'],80.0
AUS,Austin,Frontier Airlines Inc.,2019,285,120,15.653710247349823,30.19453,-97.66987,"['DEN', 'DTW', 'CLE', 'ONT', 'ATL', 'MCO', 'MSY', 'LAS', 'SNA', 'SFO', 'PHL', 'TPA', 'SAN', 'ORD', 'SEA', 'MSP', 'SLC', 'CMH']",42.10526315789473
AUS,Austin,JetBlue Airways,2019,261,126,13.724806201550388,30.19453,-97.66987,"['JFK', 'LGB', 'MCO', 'BOS']",48.275862068965516
AUS,Austin,Mesa Airlines Inc.,2019,112,40,13.535714285714286,30.19453,-97.66987,['IAH'],35.714285714285715
AUS,Austin,Republic Airline,2019,61,16,-0.03389830508474576,30.19453,-97.66987,"['EWR', 'MIA', 'DEN', 'ORD']",26.229508196721312
AUS,Austin,SkyWest Airlines Inc.,2019,227,80,4.740088105726873,30.19453,-97.66987,"['LAX', 'SJC', 'SAN', 'DEN', 'SFO', 'SLC', 'IAH', 'DTW']",35.24229074889868
AUS,Austin,Southwest Airlines Co.,2019,2770,925,2.418141592920354,30.19453,-97.66987,"['DAL', 'DEN', 'BWI', 'TPA', 'MDW', 'HOU', 'BNA', 'MCI', 'LAS', 'ELP', 'ATL', 'PHX', 'SAN', 'ABQ', 'MCO', 'LAX', 'MSY', 'BOS', 'SJC', 'EWR', 'OAK', 'SMF', 'SFO', 'LBB', 'IND']",33.39350180505416
AUS,Austin,Spirit Air Lines,2019,297,74,-1.697594501718213,30.19453,-97.66987,"['MCO', 'DEN', 'LAS', 'BWI', 'LAX', 'MSY', 'DTW', 'ORD', 'ATL']",24.915824915824917
AUS,Austin,United Air Lines Inc.,2019,1214,411,6.591059602649007,30.19453,-97.66987,"['ORD', 'DEN', 'IAH', 'SFO', 'EWR', 'LAX']",33.85502471169687
AVL,Asheville,Allegiant Air,2019,46,15,-4.6521739130434785,35.43619,-82.54181,"['BWI', 'DEN', 'EWR']",32.608695652173914
AVL,Asheville,Delta Air Lines Inc.,2019,39,8,-10.102564102564102,35.43619,-82.54181,['ATL'],20.51282051282051
AVL,Asheville,Endeavor Air Inc.,2019,129,44,3.9296875,35.43619,-82.54181,"['ATL', 'DTW', 'LGA']",34.10852713178294
AVL,Asheville,ExpressJet Airlines LLC d/b/a aha!,2019,1,0,-10.0,35.43619,-82.54181,['EWR'],0.0
AVL,Asheville,PSA Airlines Inc.,2019,243,96,6.30801687763713,35.43619,-82.54181,"['CLT', 'PHL']",39.50617283950617
AVL,Asheville,Republic Airline,2019,30,8,10.857142857142858,35.43619,-82.54181,['LGA'],26.666666666666668
AVL,Asheville,SkyWest Airlines Inc.,2019,337,108,19.46153846153846,35.43619,-82.54181,"['ORD', 'ATL']",32.047477744807125
AVL,Asheville,Spirit Air Lines,2019,42,10,2.375,35.43619,-82.54181,"['MCO', 'TPA']",23.809523809523807
AZA,Phoenix,Allegiant Air,2019,443,174,8.776497695852534,33.43417,-112.00806,"['GRR', 'BLI', 'LAS', 'GRI', 'SGF', 'FWA', 'FSD', 'MFR', 'IDA', 'RAP', 'OAK', 'FAR', 'PIA', 'GJT', 'DSM', 'GTF', 'GFK', 'ICT', 'ATW', 'BZN', 'BOI', 'MEM', 'MSO', 'FCA', 'MLI', 'OMA', 'EUG', 'TVC', 'MOT', 'SBN', 'BIL', 'MCI']",39.27765237020316
AZO,Kalamazoo,Envoy Air,2019,202,62,2.6914893617021276,42.23488,-85.55206,['ORD'],30.693069306930692
AZO,Kalamazoo,ExpressJet Airlines LLC d/b/a aha!,2019,20,4,-16.8,42.23488,-85.55206,['ORD'],20.0
AZO,Kalamazoo,SkyWest Airlines Inc.,2019,121,38,-1.2941176470588236,42.23488,-85.55206,"['DTW', 'MSP']",31.40495867768595
BET,Bethel,Alaska Airlines Inc.,2019,81,24,3.2911392405063293,60.77978,-161.838,['ANC'],29.629629629629626
BFL,Bakersfield,Mesa Airlines Inc.,2019,46,14,4.162790697674419,35.4336,-119.05677,['PHX'],30.434782608695656
BFL,Bakersfield,SkyWest Airlines Inc.,2019,190,32,-4.774193548387097,35.4336,-119.05677,"['SFO', 'DEN', 'PHX']",16.842105263157894
BFM,Mobile,Frontier Airlines Inc.,2019,32,18,11.5625,30.69142,-88.24283,"['DEN', 'ORD']",56.25
BGM,Binghamton,SkyWest Airlines Inc.,2019,91,23,7.472527472527473,42.20848,-75.97961,['DTW'],25.274725274725274
BGR,Bangor,Endeavor Air Inc.,2019,266,104,14.775193798449612,44.80744,-68.82814,"['LGA', 'DTW']",39.097744360902254
BGR,Bangor,Envoy Air,2019,32,20,71.625,44.80744,-68.82814,"['ORD', 'LGA']",62.5
BGR,Bangor,ExpressJet Airlines LLC d/b/a aha!,2019,49,33,31.782608695652176,44.80744,-68.82814,"['EWR', 'ORD']",67.3469387755102
BGR,Bangor,PSA Airlines Inc.,2019,17,6,-3.9375,44.80744,-68.82814,"['CLT', 'PHL']",35.294117647058826
BGR,Bangor,Republic Airline,2019,35,13,16.441176470588236,44.80744,-68.82814,"['PHL', 'ORD', 'EWR']",37.142857142857146
BGR,Bangor,SkyWest Airlines Inc.,2019,22,8,32.4,44.80744,-68.82814,['ORD'],36.36363636363637
BGR,Bangor,United Air Lines Inc.,2019,2,2,28.0,44.80744,-68.82814,['ORD'],100.0
BHM,Birmingham,Delta Air Lines Inc.,2019,326,86,0.3644859813084112,33.56294,-86.75355,['ATL'],26.380368098159508
BHM,Birmingham,Endeavor Air Inc.,2019,32,14,20.71875,33.56294,-86.75355,"['LGA', 'DTW', 'ATL']",43.75
BHM,Birmingham,Envoy Air,2019,208,61,8.242424242424242,33.56294,-86.75355,"['MIA', 'ORD']",29.326923076923077
BHM,Birmingham,ExpressJet Airlines LLC d/b/a aha!,2019,182,68,37.550561797752806,33.56294,-86.75355,"['IAH', 'ORD', 'CAE']",37.362637362637365
BHM,Birmingham,Frontier Airlines Inc.,2019,20,6,7.9,33.56294,-86.75355,"['DEN', 'MCO']",30.0
BHM,Birmingham,Mesa Airlines Inc.,2019,106,38,6.269230769230769,33.56294,-86.75355,['IAH'],35.84905660377358
BHM,Birmingham,PSA Airlines Inc.,2019,298,89,8.33910034602076,33.56294,-86.75355,"['PHL', 'CLT']",29.86577181208054
BHM,Birmingham,Republic Airline,2019,60,16,-2.5689655172413794,33.56294,-86.75355,"['LGA', 'DEN', 'ORD', 'IAH']",26.666666666666668
BHM,Birmingham,SkyWest Airlines Inc.,2019,380,170,23.37704918032787,33.56294,-86.75355,"['IAH', 'LGA', 'ORD', 'DEN', 'DTW']",44.73684210526316
BHM,Birmingham,Southwest Airlines Co.,2019,540,150,0.8801498127340824,33.56294,-86.75355,"['MDW', 'DAL', 'HOU', 'TPA', 'LAS', 'MCO', 'BWI']",27.77777777777778
BHM,Birmingham,United Air Lines Inc.,2019,3,3,7.333333333333333,33.56294,-86.75355,"['DEN', 'IAH']",100.0
BIL,Billings,Allegiant Air,2019,33,11,9.06060606060606,45.80766,-108.54286,"['LAS', 'AZA', 'LAX']",33.33333333333333
BIL,Billings,Delta Air Lines Inc.,2019,133,25,-6.69172932330827,45.80766,-108.54286,"['SLC', 'MSP']",18.796992481203006
BIL,Billings,Frontier Airlines Inc.,2019,5,4,18.6,45.80766,-108.54286,['DEN'],80.0
BIL,Billings,Republic Airline,2019,4,2,35.5,45.80766,-108.54286,['ORD'],50.0
BIL,Billings,SkyWest Airlines Inc.,2019,156,41,-3.393548387096774,45.80766,-108.54286,"['SLC', 'DEN', 'MSP', 'ORD']",26.282051282051285
BIL,Billings,United Air Lines Inc.,2019,74,30,13.780821917808218,45.80766,-108.54286,['DEN'],40.54054054054054
BJI,Bemidji,SkyWest Airlines Inc.,2019,68,15,3.8208955223880596,47.50942,-94.93372,['MSP'],22.058823529411764
BLI,Bellingham,Alaska Airlines Inc.,2019,21,8,8.6,48.79275,-122.53753,"['SEA', 'OGG']",38.095238095238095
BLI,Bellingham,Allegiant Air,2019,178,40,-4.732954545454546,48.79275,-122.53753,"['PSP', 'LAS', 'OAK', 'TUS', 'LAX', 'AZA', 'SAN', 'ANC']",22.47191011235955
BNA,Nashville,Alaska Airlines Inc.,2019,109,55,12.148148148148149,36.12448,-86.67818,"['SEA', 'SFO']",50.45871559633027
BNA,Nashville,Allegiant Air,2019,52,13,-4.423076923076923,36.12448,-86.67818,"['SYR', 'RIC', 'GRR', 'MDT', 'SAV', 'CLE', 'XNA']",25.0
BNA,Nashville,American Airlines Inc.,2019,468,160,3.4141630901287554,36.12448,-86.67818,"['MIA', 'CLT', 'PHL', 'LAX', 'ORD']",34.18803418803419
BNA,Nashville,Delta Air Lines Inc.,2019,765,155,-3.0405759162303663,36.12448,-86.67818,"['LAX', 'ATL', 'SLC', 'MSP', 'DTW', 'SEA']",20.26143790849673
BNA,Nashville,Endeavor Air Inc.,2019,202,61,12.72872340425532,36.12448,-86.67818,"['LGA', 'JFK', 'BOS', 'MCO', 'MSP', 'DTW']",30.198019801980198
BNA,Nashville,Envoy Air,2019,334,112,5.135802469135802,36.12448,-86.67818,"['ORD', 'JFK', 'LGA']",33.532934131736525
BNA,Nashville,ExpressJet Airlines LLC d/b/a aha!,2019,209,101,42.411167512690355,36.12448,-86.67818,"['IAH', 'EWR', 'ORD']",48.32535885167464
BNA,Nashville,Frontier Airlines Inc.,2019,135,51,11.297709923664122,36.12448,-86.67818,"['LAS', 'MCO', 'ORD', 'DEN', 'PHL', 'TTN']",37.77777777777778
BNA,Nashville,JetBlue Airways,2019,97,37,19.649484536082475,36.12448,-86.67818,['BOS'],38.144329896907216
BNA,Nashville,Mesa Airlines Inc.,2019,74,26,8.027027027027026,36.12448,-86.67818,['IAH'],35.13513513513514
BNA,Nashville,PSA Airlines Inc.,2019,87,31,7.858823529411764,36.12448,-86.67818,"['CLT', 'PHL']",35.63218390804598
BNA,Nashville,Republic Airline,2019,543,182,11.323076923076924,36.12448,-86.67818,"['LGA', 'PHL', 'IAH', 'DEN', 'BOS', 'ORD', 'EWR', 'CLT', 'MIA']",33.51749539594843
BNA,Nashville,SkyWest Airlines Inc.,2019,1324,452,6.619344773790951,36.12448,-86.67818,"['LGA', 'ORD', 'IAH', 'BOS', 'DEN', 'JFK', 'MSP']",34.13897280966767
BNA,Nashville,Southwest Airlines Co.,2019,4226,1474,2.4330841572220883,36.12448,-86.67818,"['MCI', 'BWI', 'HOU', 'TPA', 'MCO', 'DTW', 'DEN', 'MSY', 'LAS', 'JAX', 'SAN', 'MDW', 'AUS', 'MKE', 'CHS', 'DAL', 'PHX', 'CLT', 'LAX', 'ATL', 'BOS', 'LGA', 'CMH', 'PHL', 'PIT', 'CLE', 'EWR', 'OAK', 'SAT', 'MSP', 'SJC', 'PNS', 'BUR', 'OKC', 'OMA', 'ORF', 'SMF', 'SEA', 'BUF']",34.87931850449598
BNA,Nashville,Spirit Air Lines,2019,30,8,-11.633333333333333,36.12448,-86.67818,"['TPA', 'MSY', 'BWI', 'LAS', 'MCO']",26.666666666666668
BNA,Nashville,United Air Lines Inc.,2019,380,166,19.93351063829787,36.12448,-86.67818,"['IAH', 'SFO', 'ORD', 'EWR', 'DEN']",43.684210526315795
BOI,Boise,Alaska Airlines Inc.,2019,64,36,7.03125,43.56444,-116.22278,['SEA'],56.25
BOI,Boise,Allegiant Air,2019,26,7,-2.8846153846153846,43.56444,-116.22278,"['LAS', 'LAX', 'AZA']",26.923076923076923
BOI,Boise,American Airlines Inc.,2019,91,32,6.824175824175824,43.56444,-116.22278,['PHX'],35.16483516483517
BOI,Boise,Delta Air Lines Inc.,2019,123,35,-2.845528455284553,43.56444,-116.22278,"['MSP', 'SLC']",28.455284552845526
BOI,Boise,Frontier Airlines Inc.,2019,6,2,8.0,43.56444,-116.22278,['DEN'],33.33333333333333
BOI,Boise,Mesa Airlines Inc.,2019,34,8,-12.0,43.56444,-116.22278,['IAH'],23.52941176470588
BOI,Boise,SkyWest Airlines Inc.,2019,1321,367,2.6911877394636017,43.56444,-116.22278,"['SFO', 'DEN', 'SLC', 'SAN', 'ORD', 'PDX', 'SJC', 'LAX', 'MSP', 'SEA', 'IAH']",27.78198334595004
BOI,Boise,Southwest Airlines Co.,2019,495,121,-1.5494949494949495,43.56444,-116.22278,"['SAN', 'MDW', 'DEN', 'LAS', 'PHX', 'SJC', 'OAK', 'SMF', 'GEG']",24.444444444444443
BOI,Boise,United Air Lines Inc.,2019,78,19,-4.441558441558442,43.56444,-116.22278,"['DEN', 'SFO']",24.358974358974358
BOS,Boston,Alaska Airlines Inc.,2019,358,121,-3.6,42.36435,-71.00518,"['SEA', 'PDX', 'SFO', 'LAX', 'SAN']",33.798882681564244
